tweet_id,retweet count,favorite count
1466861713534242817,0,298
1554144438204518401,0,352
1466861213791539211,84,3074
1466861207839780864,798,19696
1466847251179859972,6,822
1466827107917385729,1696,24789
1466547654817574917,0,137
1466547607929438211,591,0
1466467300782006283,0,158
1466467151427084296,144,0
1466215137010798600,1,976
1466099320348831744,7832,91264
1554142384140587009,1,681
1465849797550641155,1,978
1465715792461193216,8,1382
1465436766077263877,0,8
1465414918144806913,2,399
1465414734522425347,0,24
1465413430089687042,0,7
1465412842895515650,0,77
1465411448117465090,85,1623
1465402386587947015,0,3
1465380979866886153,0,420
1554141725429579778,4763,86435
1465380150330028039,6693,84777
1465351740522303489,1,159
1465143837240672259,0,90
1465134258452713480,0,3
1465121376109432833,0,95
1465116792183877637,0,157
1465116682150498305,141,0
1465115837811986434,357,9020
1465112640108130306,0,26
1465050589348306944,0,82
1553927441902489600,9,491
1465049780585832449,0,33
1465047715256045568,0,190
1465043555223703553,0,2
1465036070815363077,0,145
1465024497350680578,0,122
1465023506656022532,0,463
1465023313797808132,0,5
1465022617279090688,156,0
1465022167796510722,0,207
1465022103044825089,0,388
1553816081046781952,3988,63545
1465021657685258242,0,514
1465021105807114240,981,18994
1464665497593470981,14768,134194
1464401773209141249,1479,0
1464330762015043585,0,30
1464329221430337536,0,106
1464325804913946627,386,10370
1464075593620680706,1,89
1464075564285771780,43,0
1464073144671432720,9,280
1553430664053043200,0,357
1464069869188485128,0,57
1464066561665159173,258,7774
1464001867617226761,0,59
1464001599466926082,0,68
1463989114236125244,0,185
1463988725319634944,3,352
1463988311140155392,1,208
1463986788175790099,1200,17301
1463691935474880521,2,30
1463686011733495809,1,39
1560392398072516610,91,0
1553429001388953601,3233,74521
1463684791727910914,0,162
1463683896915095556,1165,25749
1463681617361207303,1,126
1463681111859425280,0,29
1463681044763144197,1,57
1463680777560866824,0,21
1463680706605838343,1,104
1463679566866575360,1,76
1463678749501648899,320,9195
1463624463912603653,21,3474
1553101887129395202,2,6
1463582195944148992,5,668
1463567410737278985,9833,136245
1463291945711640578,2,365
1463263921473667077,10,952
1463205025119830017,0,788
1463202503109984258,4109,90491
1463181112541208577,0,21
1463015031151284229,0,79
1463012835122835457,11,1505
1462941000746209283,0,1090
1553095222195789825,78,2492
1462940867845509122,3,1276
1462940086161461253,7095,117036
1462852600546533380,0,224
1462848247009976321,0,31
1462847726039683074,0,20
1462841718764568577,0,338
1462840765072097281,842,13850
1462564719714136066,2979,0
1462506959798607876,1,50
1462279611065143301,0,101
1553095214641909760,630,17132
1462145428204392453,0,446
1462137924984602624,0,2
1462135027450335238,1,823
1462134747652444164,0,356
1462134506626818048,8331,116222
1461848279616872452,614,9937
1461819294606495746,0,3
1461814862292553735,232,0
1461814005375410178,1813,28133
1461803922394386438,0,307
1553057502102663169,0,5
1461803464246190084,41,0
1461800988520726539,1,385
1461799474288742405,0,14
1461799382248919043,80,0
1461797915039436801,150,0
1461794883753197579,298,0
1461782868875636741,5859,36789
1461779289033089024,144,10224
1461369471373701124,0,31
1461083882875342849,0,8
1553052462294003712,0,52
1461009596147851275,1,46
1460991450309541889,3689,0
1460988009822580747,7,1316
1460986970260205568,13227,112831
1460665494814474244,1,89
1460665244284555267,0,9
1460664909146902532,0,79
1460664458985021449,0,70
1460664018251698177,0,5
1460663487907123207,0,6
1553052323332534273,0,127
1460663365202808835,0,133
1460661806016475136,0,5
1460658336236380161,0,152
1460658070888013824,0,204
1460655434402992129,68,1644
1460654097783148545,1056,21099
1460334779883134981,16109,192784
1459997734673387522,10,184
1459958073804480516,1008,0
1459952280388526082,6032,69772
1553050607728185344,1091,20130
1459751206641758211,4,202
1459266802333237249,0,258
1459265563855835147,85,3586
1459265555903533060,940,22337
1459243744536907776,3666,12086
1459204892149485572,2,340
1459204739749449728,122,0
1458955684268052494,0,62
1458953291694411778,4,971
1458952995752742924,4591,65565
1552858404447608832,0,127
1458920357876809739,4,746
1458847324411600898,0,31
1458846913936039959,5,998
1458846646968590360,0,535
1458846306428850188,5812,94820
1458524430292819970,3,1269
1458524119822000128,2,228
1458521673074831362,15210,142925
1458511238187474946,3,464
1458510925640593415,21937,0
1552784296863318017,0,185
1458510762234630144,269,11173
1458175121286381581,11,2603
1458162285688545289,6076,73156
1458138056389705730,0,35
1458137976727293955,0,133
1458135801984860168,0,67
1458133664475254786,44,2536
1458133654417326082,936,20902
1458125815443558406,1,105
1457550164563046401,0,50
1560390872759316481,0,364
1552784209789460480,0,153
1456748161490292742,1,47
1456742503567138817,0,3
1456731615191764997,0,18
1456728684694495243,215,8847
1456728679594217477,2207,42639
1456704292283314179,0,45
1456657241214382082,1,156
1456655772947939329,0,97
1456654279117185027,2,176
1456653341036097537,1156,17649
1552783471365455873,0,238
1456407949681725468,0,1113
1456407681988640769,4,1652
1456406418647498755,725,26239
1456405985581428740,3093,67308
1456292547895042049,1,323
1456292329229152256,6094,64841
1455932393555038208,1,323
1455925973677867013,12,814
1455924841563918349,1129,14754
1455685502628085765,1519,0
1552781224413913088,4,312
1455679929744429060,20474,124798
1455598928536104962,0,135
1455598267375308804,0,5
1455596088715452420,1,608
1455594812858527744,84,4148
1455594807317852161,1078,24549
1455318038274723841,8426,107434
1455262486815334403,80,0
1455214409106616320,0,82
1455211505725501448,0,75
1552781091098038274,5,252
1455209395416027138,913,34835
1454913921073049609,0,1017
1454912247310864390,120,3302
1454911810746740740,7133,75830
1454186748964130821,0,152
1454178974053978114,0,246
1454162142299574278,149,5662
1454162137157410827,2271,48404
1454147770952998912,8,1633
1454127529153859590,0,207
1552780629783224320,2594,44667
1454126034467508226,3,343
1454124765627682825,1709,23956
1454121664292155394,0,163
1453876318567735299,3,1571
1453875315130834947,7361,122212
1453782052361457669,5482,70599
1453491302448857090,2,773
1453413606490443784,23,2513
1453412798852128778,9108,111561
1453087150820323329,6084,76958
1552713836863660035,368,0
1453080331121303554,8030,77008
1453055867075530753,0,23
1453055109504520193,0,4
1453043769448624135,484,7891
1452810311761678338,5442,75397
1452760957151846411,0,56
1452757197910417420,184,5052
1452668658841497602,8670,142468
1451972617666060295,21210,0
1451968331829833730,51,6408
1552712161163608066,5,938
1451967850193641475,81569,541116
1451641762624073729,113,4870
1451641758450794499,857,19577
1451579536160661506,210,4123
1451376418948993030,3,60
1451293030040813572,6,971
1451292687110316034,2379,48435
1451244427524018177,745,0
1451237110187315203,0,55
1451233002453815302,1,4
1552433738759700481,8,981
1451218454774571018,8,580
1451218069984976900,1,653
1451217742317580291,1621,29100
1450901837796626432,0,200
1450900488690360321,28,4302
1450899671744876546,3036,55664
1450898813376290822,0,42
1450894263974121473,557,10388
1450880843652628480,5,399
1450860472262021121,1,27
1552421055972753410,0,469
1450266986731081731,17,314
1450265622730862596,1,649
1450265199164854273,3426,59368
1450155052321189896,7454,91087
1449103274540421128,1,164
1449097448572469251,91,3098
1449097443774193664,1032,22134
1449070203099389953,1,45
1449070105359437825,2,78
1449061035839733764,1292,15792
1552418463670730752,5,697
1448690796711059460,11298,147630
1448442977110540289,3871,62080
1448325943076933637,11,1273
1448325491149008904,13,883
1448323305451229189,4932,62271
1448079815572013058,5217,71408
1448029403284480009,5255,80341
1448024097477124097,3,217
1446555572669587456,126,4448
1446555567942557696,852,18670
1560390715162521600,0,392
1552417849750081537,3,480
1446508770322829321,1335,54336
1446158999397679105,4,801
1446158404121026563,539,0
1446158302354677788,2,36
1446155253733224453,1,28
1446154250636050436,7,649
1446153747307008000,4,822
1446153111337271299,986,0
1446152968680591365,5,714
1446152720298045441,4,478
1552416231172472833,0,494
1446152530140880897,1,203
1446152120370036740,4895,34847
1446152031836590085,6027,59099
1445910306178232326,1,28
1445906481975463936,2048,0
1445905376478588936,1,633
1445905073154887686,19325,199264
1445864358152531979,1,292
1445807874655993856,1,3
1445802483746361349,2,460
1552415856570793993,6136,81100
1445801443177369600,1,309
1445799285660938244,3364,64316
1445499987467522051,7534,97401
1445382679747182592,1,20
1445214223542276103,5736,78296
1445192534179794945,2,155
1445176896006733825,0,238
1445172830094516228,1,225
1445156295082856459,3,706
1445139214543192067,24,833
1552328185299083265,0,339
1445135871695409158,1,200
1445112037143564288,2,132
1445111760315318275,324,0
1445111721262141443,9,1994
1445090941019164677,17,2827
1445085782205612037,1,581
1445085480568033280,3,1581
1445083420732788741,335,4575
1445081317540970502,6,1572
1445075874143879169,2,531
1552327584867930114,0,301
1445073699552391170,5195,42754
1444353257376141315,4881,65966
1444030132960780290,125,4355
1444030126484869123,920,23666
1443998632399695873,25,3629
1443997410921910273,4,298
1443981196816388098,2275,63498
1443976431940169728,1,121
1443974307701354505,1,41
1443973530576506883,1,104
1552327328113598464,0,296
1443973124005924865,3,388
1443971714317176844,1153,11179
1443970121957986304,1,76
1443675028352995343,1,40
1443661495909290003,42,7289
1443661287720816653,1045,0
1443656149824245765,2,309
1443655846865502208,25,2926
1443650429628256290,1628,38052
1443650035246190592,10,3283
1552325561208422407,4718,84077
1443649226492153857,8086,96332
1443369843072274432,2,12
1443369011748638724,15142,171138
1443350811216547840,1,7
1442962801337585664,6491,84682
1442658001261760514,1,28
1442628542349516801,549,0
1442532969952923650,1,7
1442531230268858373,1,5
1442527120610062340,13,763
1552060272461770758,0,124
1442254808954535942,2,213
1442254472143507468,5,818
1442254393479290886,948,0
1442228927162765319,4,503
1442224722649829377,2,98
1442220540555456513,13450,144587
1441828713780314114,1111,0
1441494838856224776,2,250
1441485481762377731,1,8
1441481147037356034,1,6
1552055657771110402,0,164
1441480119000834050,1,47
1441479459240964100,3,584
1441477915300937732,120,3911
1441477911479943168,1660,35401
1441477294963396612,1,117
1441455325031272462,1,75
1441450029290450945,1264,14345
1441194491587678214,1,3
1441194073105207298,7215,103813
1441139889613930505,1,20
1552055084686757897,1,75
1441081229000921092,1,4
1441081157173452804,1,6
1440787235918344197,6577,100541
1440721436427968512,1,9
1440720603376349189,2892,45293
1440470893231108112,1,18
1440470499444752395,6096,94617
1440383283947192327,3,499
1440382753489317906,7034,73099
1440239145943584783,19227,0
1560389200603516928,5329,75213
1552054953795092480,1,328
1440092656965619717,5,1452
1440085221270040577,24094,148557
1439291595208081412,1,28
1439289237912764416,6348,85374
1438956394107990019,2,161
1438946980869279744,129,4708
1438946973789286403,1462,30267
1438934004334415872,109,0
1438919119181533187,1,22
1438905205509132293,2214,29623
1552053769843757058,4347,75099
1438555475344171059,2,767
1438543047365562368,686,0
1438535861545492483,8482,82203
1438289832598388737,0,10
1438249255790022656,2,8
1438247908843814913,1,441
1438246545732767744,2694,42179
1438219851634393090,4,739
1438203384561999878,7632,127645
1437926622133243907,14,1769
1551963675468222464,824,20858
1437925936721055744,18727,204004
1437860524230807554,8979,116822
1437513569310953473,1,68
1437497980756508673,2,6
1437483046987395075,3,587
1437480736437592066,7269,87221
1436434099569258499,1,13
1436414551818264577,1,23
1436410394982027266,84,2317
1436410393023242241,1877,34636
1551698087139110913,0,222
1436393367613558785,1,191
1436388778508095489,14,257
1436379038679908352,2102,28488
1436378412172537856,2572,29675
1436364582243614720,1,49
1436360127326474254,43,1641
1436101511956754458,6485,105131
1435663878617141250,1,7
1435663247630159872,1,9
1435660408384225280,1,58
1551697911167102976,1,190
1435648257296764928,1,3
1435647258289049607,1,19
1435647128026566657,9,1055
1435646756692238338,12,1324
1435646115072798726,9229,133620
1435357478850482181,1,242
1435352202772553732,15,1215
1435350802109845505,8408,124674
1434543455682826241,48899,376600
1434208852237557761,5,132
1551692756560580612,14,747
1434205618919723013,169,6392
1434205612234084352,3859,77566
1434006045597257736,2,416
1433993488073379842,31,3727
1433904016086519810,3,65
1433867237769846789,181,3126
1433867234821222400,2049,34444
1433822927183654915,3766,27302
1433563469790396418,6620,74659
1433477423258079235,5536,88806
1551691485707370497,4287,75507
1433172139826466817,2,543
1433170991996362755,8132,125020
1433127816409731072,1,23
1433127740169850882,1,9
1433125210404786176,2,191
1433125168616906753,144,0
1433114124070756356,1,51
1433113547987296261,1,87
1433111661401948165,42,0
1433110983120093191,1067,12850
1551663785177501697,462,0
1432915329227767809,28923,0
1432835552378703874,3944,58153
1432742899708354569,3623,60038
1432441897562230784,1,6
1432418735936081921,1,1
1432417202582409219,1,1
1432395739817136131,5,700
1432385035693264903,1,315
1432384890159321088,1,328
1432383366892965891,4835,80376
1551663766361837569,12,1396
1432363930236567556,1,8
1432360692959436803,2,203
1432360419725746177,1,4
1432359943303168007,1,5
1431672589118627845,28,1389
1431672587013083143,2629,55840
1431387058220634113,1,55
1431381852871299073,123,2928
1431381851139022851,1062,22570
1431319960928677888,3,193
1551603315888234497,0,221
1431319902552408064,1,93
1431319823565279236,3,9
1431318745893380101,1,57
1431317607819489286,1559,24541
1430988574053212162,3,27
1430973553592004609,7,838
1430965163528572928,1,57
1430953309083475970,1,65
1430946203563282435,2,630
1430939296823975944,1,53
1560312739574083584,93,0
1551601855305744384,1,287
1430938362135912453,1,153
1430917841088253960,1,644
1430917390372507648,1,63
1430916070081064970,32,5813
1430915497571217412,2741,31301
1430656657919406083,7502,123828
1430606080988487683,4578,77089
1430539853884805128,5755,67257
1430239729983787008,1358,0
1430228520676970500,1,9
1551600531012984838,3259,65350
1430227377708142594,6492,80319
1430225429051297792,5,340
1429960262585511952,2,18
1429960031764500480,768,0
1429948212975071269,5,740
1429897354455371791,2,537
1429896772436971537,4697,68462
1429874218422849536,72,12458
1429130684023525385,4,499
1429128134654267394,102,4815
1550567946468167681,2,429
1429128126122975233,2788,52495
1428924160655323137,1,3
1428923638871257094,1,4
1428885911740194817,2,22
1428878532726296579,1,153
1428877883133468678,105,2642
1428877878591057921,69,866
1428877876691050496,79,1580
1428877871720718337,75,1850
1428877867182481409,101,2089
1550562479989719048,0,219
1428877861977423874,189,2673
1428877023322152962,4,581
1428875859834724363,110,2548
1428875857599242241,1577,27445
1428804605870166016,1,77
1428799504950587396,248,6513
1428799498734637061,232,4097
1428564274050334725,1,28
1428526975967141889,2,128
1428494415614513158,3,594
1550561735781896199,1,654
1428493685872730114,5,591
1428489955064434700,4,424
1428488198611636224,5717,73852
1428443807100510209,5527,106055
1428358110788296719,2,442
1428351480189263877,2677,50360
1428153655174123524,1,1
1428150335466479618,7610,93931
1428119451208097796,4,401
1428101556029706247,1,274
1550561254841917440,132,4089
1428099483628281857,4499,55923
1428042492385972228,19756,142695
1428017817178103816,3786,64388
1427772208332644354,1,75
1427770652946272257,19617,121848
1427731594907955207,10,1141
1427728782186749952,1,577
1427727719660494848,2599,34991
1427687097566105604,1,17
1427367289154949128,2,358
1550561248189861889,1027,24899
1427352734387347456,4269,45484
1427312047210082314,3,148
1427304510322581512,5,719
1427304130205437959,1,26
1427303681461035012,5,618
1427300891661672455,4036,70775
1426606799818346499,126,5606
1426606128318750720,3326,51043
1426296501404200961,1,81
1426281750339022849,0,157
1550539146225012737,0,172
1426279234666827776,303,8142
1426279230157901824,314,6219
1426265500166754304,11,1133
1426223852376367108,5,29
1426219781019955201,1,159
1426218615691300881,2,114
1426217658064654337,1326,18354
1425971304637747209,1,29
1425601372817264643,1,664
1425600918146347021,6,1616
1550516081525108736,0,71
1425600736918786050,9372,119473
1425517382483668994,5,256
1425500265696817155,1,6
1425494290902355968,427,0
1425493128367132673,3571,49501
1424924436210196488,3,323
1424871013213380611,1865,0
1424869818528800774,27631,166186
1424064416803262469,92,2178
1424063290754224129,3219,72533
1550514852434673664,0,344
1423782197014646789,1,98
1423744684271099904,3,422
1423744257886617603,1583,32420
1423691483027103744,1,289
1423689949891551232,1573,20233
1423401038606848002,2,67
1423396996094722048,2,90
1423349161726930946,6260,91122
1423070320588509185,10201,132021
1422975792049315841,3,643
1560312315613892608,1,246
1550514277240406017,1267,20884
1422967643024216073,1,50
1422961169208201216,1,272
1422958748667060227,8,866
1422958650386272260,1,205
1422958440679239693,1,49
1422957889061232644,1,127
1422957571669856261,884,14863
1422660138234572802,17,1260
1422223870623305730,1,318
1422221927150538757,36474,393694
1550245249372397569,2240,49724
1421482654759677968,6,98
1421245044485365760,1,76
1421244873617801216,1,5
1421214665967763458,1,15
1421210746747187202,1,7
1421208311802699779,1,143
1421208188683124737,1,7
1421207351126753281,1,196
1421206907210010631,1165,21334
1421146427468619776,1,81
1549887232013545472,3,299
1421144669602271232,1,107
1421142935421161472,2,167
1421142892962189314,368,11761
1421142576124481537,1739,21183
1420895409354903552,0,427
1420894711091392515,6550,84343
1420820860395417600,6515,0
1420759709724725268,28,1295
1420467190604570628,2,232
1420461846432153610,9,1381
1549886897148661760,1,291
1420461271694991362,4202,69447
1420203216436830215,1,153
1420181751406612481,1,22
1420179053034631168,1,447
1420178001686188034,12,1335
1420177476819423233,11839,119207
1420074415929270274,4,194
1420057088726749194,2,173
1420057005750841347,1,140
1420055174064734209,2,246
1549886515014017024,1,189
1420053779492184069,1067,25678
1419814151560462336,6044,74375
1419690739940806656,5265,87195
1418696334274535429,3,116
1418696062697574400,3,77
1418691358672310272,4,178
1418686420466561024,1,13
1418686065313910784,868,19149
1418640267846905857,2,19
1418637828154564610,1,239
1549885313107038211,6,621
1418632055877890052,2803,20316
1418360984293412865,7147,113164
1418021339609239558,1,46
1417998970828120064,12350,122730
1417956756555059200,2,40
1417885938617786369,1,36
1417884273839771650,4,1050
1417884125017501696,12,1831
1417882104789016578,1,566
1417881355493408768,1,550
1549881674829291520,1,301
1417881052769488907,7920,95939
1417533609850720259,4,909
1417531068215795715,11401,169102
1417503141935808515,2,46
1417277343362555931,4,576
1417277227650097199,1,405
1417277099165982729,1,460
1417276478216052740,4173,73254
1417272129381408770,0,41
1416803369201537025,1,18
1549881027891445761,2,414
1416273164477235201,4,178
1416170163401986050,1286,27249
1416075388275478528,2,265
1416074570084208641,1201,19605
1415824668762595329,11297,130105
1415377721975205890,4,1394
1415377132478353410,1,18
1415372899574108167,5917,60504
1415107724262608902,2,480
1415105879272161283,5884,80689
1549880448859443202,6439,121799
1415003680571420674,6,236
1415003624745279489,1,15
1414983135884812292,1,124
1414979790570803210,2,216
1414979685214130178,2,615
1414978624634064898,2042,35169
1414702574100312065,1,113
1414670020957786119,1,243
1414623981512974336,2,1003
1414623897786327040,2,312
1549870014160728064,75,0
1414623268301008897,4022,82663
1414357781709164545,5,1230
1413909664224350212,18,1300
